order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,late_delivery,latency_days,weekend,EGP Rate,item_id,product_id,quantity,list_price_x,discount,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,category_name
95,218,4,2016-02-27,2016-02-29 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,False,,True,47.924824,4.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
97,204,4,2016-02-28,2016-02-29 00:00:00.000000000,2016-03-01 00:00:00.000000000,2,7,True,1.0,False,47.924824,1.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
127,484,4,2016-03-17,2016-03-18 00:00:00.000000000,2016-03-19 00:00:00.000000000,3,8,True,1.0,False,47.924824,2.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
132,46,4,2016-03-20,2016-03-22 00:00:00.000000000,2016-03-23 00:00:00.000000000,1,3,True,1.0,False,47.924824,2.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
146,288,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,1,3,False,,False,47.924824,3.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
169,99,4,2016-04-10,2016-04-11 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,7,False,,True,47.924824,1.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
173,117,4,2016-04-11,2016-04-14 00:00:00.000000000,2016-04-13 00:00:00.000000000,3,8,False,,False,47.924824,3.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
177,121,4,2016-04-16,2016-04-19 00:00:00.000000000,2016-04-19 00:00:00.000000000,1,2,False,,False,47.924824,1.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
179,616,4,2016-04-17,2016-04-19 00:00:00.000000000,2016-04-19 00:00:00.000000000,2,6,False,,False,47.924824,5.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
185,24,3,2016-04-20,2016-04-20 00:00:00.000000000,2016-04-21 23:36:52.290502793,1,2,True,1.0,False,47.924824,1.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
196,1247,4,2016-04-28,2016-04-30 00:00:00.000000000,2016-05-01 00:00:00.000000000,2,6,True,1.0,True,47.924824,5.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
198,640,4,2016-05-01,2016-05-04 00:00:00.000000000,2016-05-03 00:00:00.000000000,2,6,False,,False,47.924824,2.0,20,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
206,743,4,2016-05-04,2016-05-06 00:00:00.000000000,2016-05-05 00:00:00.000000000,3,9,False,,False,47.924824,2.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
223,1368,4,2016-05-15,2016-05-16 00:00:00.000000000,2016-05-17 00:00:00.000000000,2,7,True,1.0,False,47.924824,4.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
237,1351,4,2016-05-25,2016-05-26 00:00:00.000000000,2016-05-27 00:00:00.000000000,2,7,True,1.0,False,47.924824,3.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
238,1350,4,2016-05-26,2016-05-29 00:00:00.000000000,2016-05-29 00:00:00.000000000,2,6,False,,True,47.924824,1.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
277,546,4,2016-06-19,2016-06-20 00:00:00.000000000,2016-06-20 00:00:00.000000000,2,7,False,,True,47.924824,1.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
282,159,4,2016-06-22,2016-06-25 00:00:00.000000000,2016-06-25 00:00:00.000000000,3,9,False,,False,47.924824,1.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
284,1356,4,2016-06-23,2016-06-25 00:00:00.000000000,2016-06-25 00:00:00.000000000,2,7,False,,False,47.924824,2.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
287,133,4,2016-06-25,2016-06-26 00:00:00.000000000,2016-06-27 00:00:00.000000000,2,6,True,1.0,True,47.924824,4.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
304,230,4,2016-07-07,2016-07-08 00:00:00.000000000,2016-07-08 00:00:00.000000000,2,6,False,,False,47.924824,3.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
316,670,4,2016-07-17,2016-07-20 00:00:00.000000000,2016-07-19 00:00:00.000000000,2,7,False,,False,47.924824,3.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
343,961,4,2016-07-31,2016-08-02 00:00:00.000000000,2016-08-01 00:00:00.000000000,2,7,False,,True,47.924824,1.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
349,30,3,2016-08-03,2016-08-03 00:00:00.000000000,2016-08-04 23:36:52.290502793,1,3,True,1.0,False,47.924824,1.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
350,31,3,2016-08-03,2016-08-03 00:00:00.000000000,2016-08-04 23:36:52.290502793,1,3,True,1.0,False,47.924824,2.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
351,1307,4,2016-08-03,2016-08-06 00:00:00.000000000,2016-08-04 00:00:00.000000000,1,2,False,,False,47.924824,3.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
363,834,4,2016-08-11,2016-08-12 00:00:00.000000000,2016-08-13 00:00:00.000000000,3,8,True,1.0,False,47.924824,4.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
384,410,4,2016-08-20,2016-08-22 00:00:00.000000000,2016-08-23 00:00:00.000000000,2,7,True,1.0,False,47.924824,1.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
407,77,3,2016-09-01,2016-09-01 00:00:00.000000000,2016-09-02 23:36:52.290502793,3,8,True,1.0,False,47.924824,1.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
418,88,4,2016-09-04,2016-09-05 00:00:00.000000000,2016-09-05 00:00:00.000000000,2,6,False,,True,47.924824,2.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
421,240,4,2016-09-05,2016-09-06 00:00:00.000000000,2016-09-08 00:00:00.000000000,1,3,True,2.0,False,47.924824,3.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
422,398,4,2016-09-06,2016-09-07 00:00:00.000000000,2016-09-09 00:00:00.000000000,2,6,True,2.0,False,47.924824,1.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
434,726,4,2016-09-13,2016-09-15 00:00:00.000000000,2016-09-14 00:00:00.000000000,2,6,False,,False,47.924824,2.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
444,30,4,2016-09-19,2016-09-20 00:00:00.000000000,2016-09-21 00:00:00.000000000,1,2,True,1.0,False,47.924824,3.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
453,1028,4,2016-09-22,2016-09-24 00:00:00.000000000,2016-09-25 00:00:00.000000000,2,7,True,1.0,True,47.924824,2.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
476,559,4,2016-10-01,2016-10-04 00:00:00.000000000,2016-10-02 00:00:00.000000000,2,6,False,,True,47.924824,4.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
499,260,4,2016-10-11,2016-10-14 00:00:00.000000000,2016-10-13 00:00:00.000000000,1,2,False,,False,47.924824,4.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
507,1378,4,2016-10-15,2016-10-17 00:00:00.000000000,2016-10-17 00:00:00.000000000,1,3,False,,True,47.924824,3.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
523,1056,4,2016-10-24,2016-10-26 00:00:00.000000000,2016-10-27 00:00:00.000000000,2,6,True,1.0,False,47.924824,2.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
542,313,4,2016-11-04,2016-11-06 00:00:00.000000000,2016-11-05 00:00:00.000000000,2,7,False,,False,47.924824,3.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
545,1108,4,2016-11-08,2016-11-10 00:00:00.000000000,2016-11-09 00:00:00.000000000,3,9,False,,False,47.924824,4.0,20,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
555,212,4,2016-11-13,2016-11-14 00:00:00.000000000,2016-11-16 00:00:00.000000000,2,7,True,2.0,False,47.924824,3.0,20,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
590,990,4,2016-12-06,2016-12-09 00:00:00.000000000,2016-12-07 00:00:00.000000000,2,7,False,,False,47.924824,2.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
612,634,4,2016-12-16,2016-12-17 00:00:00.000000000,2016-12-17 00:00:00.000000000,2,7,False,,False,47.924824,4.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
691,1081,4,2017-02-04,2017-02-06 00:00:00.000000000,2017-02-06 00:00:00.000000000,2,7,False,,True,47.924824,4.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
774,690,4,2017-03-12,2017-03-14 00:00:00.000000000,2017-03-14 00:00:00.000000000,2,6,False,,False,47.924824,3.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
782,1298,4,2017-03-15,2017-03-16 00:00:00.000000000,2017-03-18 00:00:00.000000000,2,7,True,2.0,False,47.924824,1.0,20,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
833,406,4,2017-04-12,2017-04-14 00:00:00.000000000,2017-04-15 00:00:00.000000000,2,7,True,1.0,False,47.924824,1.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
905,609,4,2017-05-23,2017-05-26 00:00:00.000000000,2017-05-24 00:00:00.000000000,2,6,False,,False,47.924824,4.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
914,1068,4,2017-05-28,2017-05-31 00:00:00.000000000,2017-05-31 00:00:00.000000000,1,2,False,,False,47.924824,2.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
948,618,4,2017-06-15,2017-06-17 00:00:00.000000000,2017-06-17 00:00:00.000000000,2,6,False,,False,47.924824,2.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
952,355,4,2017-06-16,2017-06-18 00:00:00.000000000,2017-06-18 00:00:00.000000000,2,7,False,,True,47.924824,1.0,20,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
983,1158,4,2017-06-27,2017-06-28 00:00:00.000000000,2017-06-29 00:00:00.000000000,2,6,True,1.0,False,47.924824,2.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
992,723,4,2017-07-07,2017-07-10 00:00:00.000000000,2017-07-09 00:00:00.000000000,2,7,False,,True,47.924824,3.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1006,1070,4,2017-07-15,2017-07-18 00:00:00.000000000,2017-07-17 00:00:00.000000000,2,7,False,,True,47.924824,1.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1020,16,3,2017-07-23,2017-07-23 00:00:00.000000000,2017-07-24 23:36:52.290502793,2,6,True,1.0,True,47.924824,1.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1029,407,4,2017-07-29,2017-07-30 00:00:00.000000000,2017-08-01 00:00:00.000000000,1,3,True,2.0,False,47.924824,1.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1043,1235,4,2017-08-06,2017-08-09 00:00:00.000000000,2017-08-08 00:00:00.000000000,2,6,False,,False,47.924824,2.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1073,911,4,2017-08-18,2017-08-19 00:00:00.000000000,2017-08-21 00:00:00.000000000,2,7,True,2.0,True,47.924824,3.0,20,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1142,554,4,2017-09-23,2017-09-26 00:00:00.000000000,2017-09-26 00:00:00.000000000,1,3,False,,False,47.924824,1.0,20,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1157,24,4,2017-10-01,2017-10-03 00:00:00.000000000,2017-10-04 00:00:00.000000000,1,3,True,1.0,False,47.924824,1.0,20,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1175,292,4,2017-10-09,2017-10-11 00:00:00.000000000,2017-10-12 00:00:00.000000000,2,6,True,1.0,False,47.924824,3.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1228,1041,4,2017-11-04,2017-11-06 00:00:00.000000000,2017-11-06 00:00:00.000000000,2,6,False,,True,47.924824,3.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1250,1188,4,2017-11-17,2017-11-19 00:00:00.000000000,2017-11-18 00:00:00.000000000,2,6,False,,False,47.924824,3.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1273,1268,4,2017-11-27,2017-11-29 00:00:00.000000000,2017-11-29 00:00:00.000000000,2,6,False,,False,47.924824,2.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1302,322,4,2017-12-16,2017-12-18 00:00:00.000000000,2017-12-19 00:00:00.000000000,2,7,True,1.0,False,47.924824,2.0,20,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1312,311,4,2017-12-25,2017-12-28 00:00:00.000000000,2017-12-26 00:00:00.000000000,1,3,False,,False,47.924824,3.0,20,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1323,273,4,2017-12-31,2018-01-01 23:36:52.290502793,2018-01-01 23:36:52.290502793,2,6,False,,True,47.924824,2.0,20,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1426,938,4,2018-03-07,2018-03-08 00:00:00.000000000,2018-03-10 00:00:00.000000000,2,6,True,2.0,False,47.924824,2.0,20,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1571,80,1,2018-04-22,2018-04-22 00:00:00.000000000,2018-04-23 23:36:52.290502793,2,7,True,1.0,True,47.924824,3.0,20,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
1,259,4,2016-01-01,2016-01-03 00:00:00.000000000,2016-01-03 00:00:00.000000000,1,2,False,,True,47.924824,4.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
2,1212,4,2016-01-01,2016-01-04 00:00:00.000000000,2016-01-03 00:00:00.000000000,2,6,False,,True,47.924824,2.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
13,873,4,2016-01-08,2016-01-11 00:00:00.000000000,2016-01-11 00:00:00.000000000,2,6,False,,True,47.924824,4.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
37,164,4,2016-01-25,2016-01-28 00:00:00.000000000,2016-01-26 00:00:00.000000000,2,6,False,,False,47.924824,1.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
39,1296,4,2016-01-25,2016-01-26 00:00:00.000000000,2016-01-26 00:00:00.000000000,2,7,False,,False,47.924824,2.0,16,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
44,861,4,2016-01-28,2016-01-31 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,False,,False,47.924824,2.0,16,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
74,264,4,2016-02-13,2016-02-15 00:00:00.000000000,2016-02-15 00:00:00.000000000,2,7,False,,True,47.924824,1.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
100,1237,4,2016-03-01,2016-03-04 00:00:00.000000000,2016-03-03 00:00:00.000000000,2,7,False,,False,47.924824,4.0,16,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
108,12,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-07 00:00:00.000000000,2,6,False,,True,47.924824,3.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
120,327,4,2016-03-14,2016-03-15 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,7,True,2.0,False,47.924824,5.0,16,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
122,786,4,2016-03-14,2016-03-16 00:00:00.000000000,2016-03-15 00:00:00.000000000,2,6,False,,False,47.924824,1.0,16,1,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
124,403,4,2016-03-16,2016-03-18 00:00:00.000000000,2016-03-17 00:00:00.000000000,1,3,False,,False,47.924824,1.0,16,1,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
128,86,4,2016-03-18,2016-03-20 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,6,True,1.0,True,47.924824,2.0,16,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
138,438,4,2016-03-23,2016-03-24 00:00:00.000000000,2016-03-25 00:00:00.000000000,2,7,True,1.0,False,47.924824,1.0,16,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
142,170,4,2016-03-26,2016-03-27 00:00:00.000000000,2016-03-27 00:00:00.000000000,1,3,False,,True,47.924824,1.0,16,2,599.99,0.1,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
152,76,4,2016-03-29,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,False,,False,47.924824,3.0,16,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
153,498,4,2016-03-30,2016-04-02 00:00:00.000000000,2016-04-01 00:00:00.000000000,2,6,False,,False,47.924824,1.0,16,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
172,1079,4,2016-04-11,2016-04-12 00:00:00.000000000,2016-04-14 00:00:00.000000000,2,7,True,2.0,False,47.924824,2.0,16,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
173,117,4,2016-04-11,2016-04-14 00:00:00.000000000,2016-04-13 00:00:00.000000000,3,8,False,,False,47.924824,2.0,16,1,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
176,643,4,2016-04-15,2016-04-16 00:00:00.000000000,2016-04-17 00:00:00.000000000,2,7,True,1.0,True,47.924824,3.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
180,918,4,2016-04-17,2016-04-20 00:00:00.000000000,2016-04-19 00:00:00.000000000,2,7,False,,False,47.924824,1.0,16,1,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
189,1288,4,2016-04-23,2016-04-24 00:00:00.000000000,2016-04-26 00:00:00.000000000,1,2,True,2.0,False,47.924824,1.0,16,2,599.99,0.2,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
212,1373,4,2016-05-08,2016-05-09 00:00:00.000000000,2016-05-11 00:00:00.000000000,2,6,True,2.0,False,47.924824,1.0,16,2,599.99,0.07,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
216,267,4,2016-05-11,2016-05-14 00:00:00.000000000,2016-05-13 00:00:00.000000000,1,3,False,,False,47.924824,2.0,16,2,599.99,0.05,28754.41515176,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
