EGP Rate,order_id,item_id,product_id,quantity,list_price,discount,extract_time,source,list_price_egp
47.924824,26,1.0,7,1,3999.99,0.05,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,26,2.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres,35943.13875176
47.924824,26,3.0,12,1,549.99,0.2,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,26,4.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,27,1.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,27,2.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,27,3.0,26,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,27,4.0,8,1,1799.99,0.07,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,28,1.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,28,2.0,7,2,3999.99,0.2,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,28,3.0,14,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,28,4.0,6,1,469.99,0.05,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,29,1.0,24,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,29,2.0,6,1,469.99,0.2,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,29,3.0,21,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,29,4.0,8,1,1799.99,0.2,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,29,5.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,30,1.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,30,2.0,17,1,429.0,0.07,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,30,3.0,19,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,30,4.0,4,1,2899.99,0.1,2024-04-30 13:07:13.468028,postgres,138981.51035176
47.924824,30,5.0,7,2,3999.99,0.1,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,31,1.0,11,2,1680.99,0.05,2024-04-30 13:07:13.468028,postgres,80561.14989576
47.924824,31,2.0,9,2,2999.99,0.2,2024-04-30 13:07:13.468028,postgres,143773.99275176
47.924824,32,1.0,8,2,1799.99,0.07,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,32,2.0,12,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,32,3.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,33,1.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,33,2.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,34,1.0,8,2,1799.99,0.07,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,34,2.0,10,2,1549.0,0.1,2024-04-30 13:07:13.468028,postgres,74235.552376
47.924824,34,3.0,17,2,429.0,0.2,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,35,1.0,18,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,35,2.0,20,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,35,3.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,35,4.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,35,5.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,36,1.0,9,1,2999.99,0.07,2024-04-30 13:07:13.468028,postgres,143773.99275176
47.924824,36,2.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,36,3.0,3,2,999.99,0.2,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,37,1.0,16,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,38,1.0,7,2,3999.99,0.05,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,38,2.0,23,1,299.99,0.07,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,38,3.0,25,1,499.99,0.2,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,38,4.0,10,2,1549.0,0.1,2024-04-30 13:07:13.468028,postgres,74235.552376
47.924824,38,5.0,24,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,39,1.0,22,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,39,2.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,39,3.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,39,4.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,40,1.0,17,1,429.0,0.2,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,40,2.0,8,2,1799.99,0.2,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,41,1.0,5,1,1320.99,0.1,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,41,2.0,19,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,41,3.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,42,1.0,19,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,43,1.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,43,2.0,12,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,44,1.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,44,2.0,16,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,45,1.0,4,2,2899.99,0.2,2024-04-30 13:07:13.468028,postgres,138981.51035176
47.924824,45,2.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,45,3.0,21,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,46,1.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,47,1.0,6,1,469.99,0.05,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,47,2.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,47,3.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,47,4.0,13,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,48,1.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres,80561.14989576
47.924824,48,2.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres,138981.51035176
47.924824,48,3.0,5,2,1320.99,0.1,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,48,4.0,14,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,49,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,50,1.0,3,1,999.99,0.05,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,50,2.0,26,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,50,3.0,13,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,51,1.0,13,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,51,2.0,20,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,51,3.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,52,1.0,25,1,499.99,0.07,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,53,1.0,8,2,1799.99,0.2,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,53,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,53,3.0,14,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,53,4.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,54,1.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,54,2.0,3,1,999.99,0.2,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,55,1.0,21,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,55,2.0,25,2,499.99,0.2,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,55,3.0,15,2,529.99,0.2,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,56,1.0,20,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,57,1.0,23,2,299.99,0.1,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,57,2.0,19,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,57,3.0,13,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,58,1.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,58,2.0,18,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,58,3.0,23,1,299.99,0.1,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,59,1.0,21,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,59,2.0,2,1,749.99,0.1,2024-04-30 13:07:13.468028,postgres,35943.13875176
47.924824,59,3.0,17,2,429.0,0.1,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,60,1.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,60,2.0,4,1,2899.99,0.1,2024-04-30 13:07:13.468028,postgres,138981.51035176
47.924824,60,3.0,15,1,529.99,0.07,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,60,4.0,22,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,61,1.0,25,1,499.99,0.1,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,61,2.0,15,2,529.99,0.05,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,61,3.0,5,2,1320.99,0.2,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,62,1.0,14,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,62,2.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,62,3.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,63,1.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,63,2.0,19,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,63,3.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,64,1.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,64,2.0,22,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,64,3.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,64,4.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,65,1.0,12,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,66,1.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres,35943.13875176
47.924824,66,2.0,23,1,299.99,0.07,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,66,3.0,12,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,67,1.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,67,2.0,12,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,67,3.0,21,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,67,4.0,5,2,1320.99,0.1,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,67,5.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,68,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,68,2.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,69,1.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,69,2.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,69,3.0,10,1,1549.0,0.05,2024-04-30 13:07:13.468028,postgres,74235.552376
47.924824,70,1.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,70,2.0,18,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,70,3.0,20,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,71,1.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,71,2.0,24,1,549.99,0.2,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,71,3.0,18,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,72,1.0,17,2,429.0,0.07,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,72,2.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,72,3.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,73,1.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,73,2.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,73,3.0,3,2,999.99,0.07,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,73,4.0,25,1,499.99,0.07,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,73,5.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,74,1.0,16,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,74,2.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,75,1.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,75,2.0,7,2,3999.99,0.07,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,75,3.0,15,1,529.99,0.2,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,76,1.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,76,2.0,11,2,1680.99,0.1,2024-04-30 13:07:13.468028,postgres,80561.14989576
47.924824,76,3.0,5,1,1320.99,0.07,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,77,1.0,20,1,599.99,0.07,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,77,2.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,77,3.0,26,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,77,4.0,25,1,499.99,0.2,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,78,1.0,17,1,429.0,0.07,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,78,2.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,78,3.0,18,2,449.0,0.1,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,78,4.0,14,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,79,1.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres,143773.99275176
47.924824,79,2.0,17,2,429.0,0.05,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,79,3.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,79,4.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,80,1.0,26,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,80,2.0,24,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,80,3.0,17,1,429.0,0.2,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,81,1.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres,74235.552376
47.924824,81,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,81,3.0,25,2,499.99,0.05,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,82,1.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,82,2.0,11,2,1680.99,0.2,2024-04-30 13:07:13.468028,postgres,80561.14989576
47.924824,83,1.0,20,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,83,2.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,84,1.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,84,2.0,15,2,529.99,0.07,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,85,1.0,4,2,2899.99,0.05,2024-04-30 13:07:13.468028,postgres,138981.51035176
47.924824,85,2.0,18,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres,21518.245976000002
47.924824,86,1.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres,143773.99275176
47.924824,86,2.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,86,3.0,21,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,86,4.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,87,1.0,20,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres,28754.41515176
47.924824,87,2.0,23,2,299.99,0.1,2024-04-30 13:07:13.468028,postgres,14376.967951760002
47.924824,88,1.0,10,1,1549.0,0.07,2024-04-30 13:07:13.468028,postgres,74235.552376
47.924824,88,2.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,88,3.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres,191698.81675176
47.924824,89,1.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres,63308.213255760005
47.924824,89,2.0,6,2,469.99,0.1,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,90,1.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres,47924.34475176
47.924824,90,2.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres,22524.18803176
47.924824,91,1.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres,80561.14989576
47.924824,91,2.0,25,1,499.99,0.05,2024-04-30 13:07:13.468028,postgres,23961.93275176
47.924824,91,3.0,15,2,529.99,0.07,2024-04-30 13:07:13.468028,postgres,25399.677471760002
47.924824,91,4.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,92,1.0,8,1,1799.99,0.1,2024-04-30 13:07:13.468028,postgres,86264.20395176
47.924824,93,1.0,22,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,93,2.0,17,1,429.0,0.05,2024-04-30 13:07:13.468028,postgres,20559.749496
47.924824,93,3.0,21,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres,12939.223231760001
47.924824,93,4.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres,35943.13875176
47.924824,93,5.0,10,2,1549.0,0.07,2024-04-30 13:07:13.468028,postgres,74235.552376
47.924824,94,1.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres,26358.17395176
47.924824,94,2.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres,138981.51035176
47.924824,94,3.0,11,1,1680.99,0.2,2024-04-30 13:07:13.468028,postgres,80561.14989576
