order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source,late_delivery,latency_days,weekend
39,1296,4,2016-01-25,2016-01-26 00:00:00.000000000,2016-01-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
40,348,4,2016-01-27,2016-01-28 00:00:00.000000000,2016-01-29 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
41,979,4,2016-01-27,2016-01-30 00:00:00.000000000,2016-01-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
42,1095,4,2016-01-27,2016-01-28 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
43,1434,4,2016-01-27,2016-01-28 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
44,861,4,2016-01-28,2016-01-31 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
45,1220,4,2016-01-28,2016-01-31 00:00:00.000000000,2016-01-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
46,746,4,2016-01-29,2016-01-31 00:00:00.000000000,2016-01-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
47,1234,4,2016-01-29,2016-01-30 00:00:00.000000000,2016-01-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
48,1012,4,2016-01-30,2016-02-01 00:00:00.000000000,2016-02-02 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
49,608,4,2016-01-31,2016-02-01 00:00:00.000000000,2016-02-02 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
50,872,4,2016-01-31,2016-02-03 00:00:00.000000000,2016-02-02 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
51,1047,4,2016-02-01,2016-02-02 00:00:00.000000000,2016-02-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
52,767,4,2016-02-03,2016-02-04 00:00:00.000000000,2016-02-05 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
53,965,4,2016-02-03,2016-02-04 00:00:00.000000000,2016-02-05 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
54,535,4,2016-02-04,2016-02-07 00:00:00.000000000,2016-02-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
55,1173,4,2016-02-04,2016-02-07 00:00:00.000000000,2016-02-06 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
56,1241,4,2016-02-04,2016-02-06 00:00:00.000000000,2016-02-07 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
57,1305,4,2016-02-04,2016-02-06 00:00:00.000000000,2016-02-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
58,504,4,2016-02-05,2016-02-07 00:00:00.000000000,2016-02-07 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
59,563,4,2016-02-05,2016-02-07 00:00:00.000000000,2016-02-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
60,151,4,2016-02-06,2016-02-08 00:00:00.000000000,2016-02-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
61,277,4,2016-02-06,2016-02-09 00:00:00.000000000,2016-02-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
62,208,4,2016-02-07,2016-02-10 00:00:00.000000000,2016-02-10 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
63,1075,4,2016-02-07,2016-02-09 00:00:00.000000000,2016-02-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
64,1185,4,2016-02-07,2016-02-08 00:00:00.000000000,2016-02-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
65,996,4,2016-02-08,2016-02-09 00:00:00.000000000,2016-02-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
66,1253,4,2016-02-09,2016-02-12 00:00:00.000000000,2016-02-12 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
67,526,4,2016-02-09,2016-02-11 00:00:00.000000000,2016-02-10 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
68,381,4,2016-02-10,2016-02-11 00:00:00.000000000,2016-02-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
69,1413,4,2016-02-10,2016-02-12 00:00:00.000000000,2016-02-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
70,50,3,2016-02-11,2016-02-11 00:00:00.000000000,2016-02-12 23:36:52.290502793,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
71,797,4,2016-02-11,2016-02-14 00:00:00.000000000,2016-02-12 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
72,1386,4,2016-02-12,2016-02-15 00:00:00.000000000,2016-02-13 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
73,612,4,2016-02-12,2016-02-15 00:00:00.000000000,2016-02-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
74,264,4,2016-02-13,2016-02-15 00:00:00.000000000,2016-02-15 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
75,587,4,2016-02-14,2016-02-15 00:00:00.000000000,2016-02-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,False
76,9,3,2016-02-16,2016-02-16 00:00:00.000000000,2016-02-17 23:36:52.290502793,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
77,385,4,2016-02-16,2016-02-19 00:00:00.000000000,2016-02-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
78,1182,4,2016-02-16,2016-02-18 00:00:00.000000000,2016-02-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
79,529,4,2016-02-17,2016-02-20 00:00:00.000000000,2016-02-20 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
80,397,4,2016-02-17,2016-02-20 00:00:00.000000000,2016-02-19 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
81,521,4,2016-02-17,2016-02-19 00:00:00.000000000,2016-02-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
82,1223,4,2016-02-18,2016-02-21 00:00:00.000000000,2016-02-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
83,393,4,2016-02-19,2016-02-20 00:00:00.000000000,2016-02-20 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
84,317,4,2016-02-20,2016-02-22 00:00:00.000000000,2016-02-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
85,1174,4,2016-02-20,2016-02-23 00:00:00.000000000,2016-02-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
86,276,4,2016-02-21,2016-02-22 00:00:00.000000000,2016-02-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
87,516,4,2016-02-21,2016-02-22 00:00:00.000000000,2016-02-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
88,1069,4,2016-02-21,2016-02-22 00:00:00.000000000,2016-02-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
89,668,4,2016-02-21,2016-02-24 00:00:00.000000000,2016-02-24 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
90,414,4,2016-02-23,2016-02-25 00:00:00.000000000,2016-02-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
91,648,4,2016-02-25,2016-02-27 00:00:00.000000000,2016-02-28 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,True
92,1309,4,2016-02-25,2016-02-28 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
93,1328,4,2016-02-26,2016-02-28 00:00:00.000000000,2016-02-27 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
94,929,4,2016-02-27,2016-02-28 00:00:00.000000000,2016-02-29 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,True
95,218,4,2016-02-27,2016-02-29 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
96,1094,4,2016-02-27,2016-02-29 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
97,204,4,2016-02-28,2016-02-29 00:00:00.000000000,2016-03-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
98,1194,4,2016-02-28,2016-02-29 00:00:00.000000000,2016-02-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
99,1165,4,2016-02-29,2016-03-01 00:00:00.000000000,2016-03-03 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,True,2.0,False
100,1237,4,2016-03-01,2016-03-04 00:00:00.000000000,2016-03-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
101,271,4,2016-03-01,2016-03-04 00:00:00.000000000,2016-03-04 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
102,336,4,2016-03-02,2016-03-05 00:00:00.000000000,2016-03-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
103,991,4,2016-03-03,2016-03-06 00:00:00.000000000,2016-03-05 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
104,7,4,2016-03-03,2016-03-05 00:00:00.000000000,2016-03-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
105,306,4,2016-03-03,2016-03-05 00:00:00.000000000,2016-03-04 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
106,422,4,2016-03-04,2016-03-05 00:00:00.000000000,2016-03-05 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,False,,False
107,633,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-09 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
108,12,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-07 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
109,1255,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
110,677,4,2016-03-06,2016-03-08 00:00:00.000000000,2016-03-09 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
111,630,4,2016-03-07,2016-03-10 00:00:00.000000000,2016-03-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
112,469,4,2016-03-08,2016-03-11 00:00:00.000000000,2016-03-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
113,1078,4,2016-03-08,2016-03-11 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
114,1431,4,2016-03-08,2016-03-10 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
115,1369,4,2016-03-09,2016-03-11 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
116,471,4,2016-03-10,2016-03-11 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
117,740,4,2016-03-10,2016-03-13 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
118,577,4,2016-03-12,2016-03-14 00:00:00.000000000,2016-03-13 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,True
119,925,4,2016-03-12,2016-03-14 00:00:00.000000000,2016-03-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
120,327,4,2016-03-14,2016-03-15 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
121,755,4,2016-03-14,2016-03-15 00:00:00.000000000,2016-03-16 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
122,786,4,2016-03-14,2016-03-16 00:00:00.000000000,2016-03-15 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
123,766,4,2016-03-15,2016-03-18 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
124,403,4,2016-03-16,2016-03-18 00:00:00.000000000,2016-03-17 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
125,685,4,2016-03-16,2016-03-19 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
126,1365,4,2016-03-16,2016-03-18 00:00:00.000000000,2016-03-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
127,484,4,2016-03-17,2016-03-18 00:00:00.000000000,2016-03-19 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,True,1.0,False
128,86,4,2016-03-18,2016-03-20 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
129,84,4,2016-03-19,2016-03-21 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
130,1049,4,2016-03-19,2016-03-22 00:00:00.000000000,2016-03-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
131,316,4,2016-03-19,2016-03-22 00:00:00.000000000,2016-03-20 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,True
132,46,4,2016-03-20,2016-03-22 00:00:00.000000000,2016-03-23 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,True,1.0,False
133,409,4,2016-03-20,2016-03-22 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
134,679,4,2016-03-20,2016-03-21 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
135,1354,4,2016-03-21,2016-03-23 00:00:00.000000000,2016-03-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
136,1192,4,2016-03-21,2016-03-24 00:00:00.000000000,2016-03-23 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
137,370,4,2016-03-23,2016-03-26 00:00:00.000000000,2016-03-25 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
138,438,4,2016-03-23,2016-03-24 00:00:00.000000000,2016-03-25 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
139,710,4,2016-03-23,2016-03-24 00:00:00.000000000,2016-03-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
140,1264,4,2016-03-23,2016-03-26 00:00:00.000000000,2016-03-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
141,557,4,2016-03-25,2016-03-27 00:00:00.000000000,2016-03-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
142,170,4,2016-03-26,2016-03-27 00:00:00.000000000,2016-03-27 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
143,693,4,2016-03-26,2016-03-28 00:00:00.000000000,2016-03-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
144,1124,4,2016-03-26,2016-03-29 00:00:00.000000000,2016-03-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
145,366,4,2016-03-27,2016-03-29 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
146,288,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
147,55,4,2016-03-28,2016-03-31 00:00:00.000000000,2016-03-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
148,714,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
149,763,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
150,332,4,2016-03-29,2016-03-31 00:00:00.000000000,2016-04-01 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
151,926,4,2016-03-29,2016-04-01 00:00:00.000000000,2016-03-31 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
152,76,4,2016-03-29,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
153,498,4,2016-03-30,2016-04-02 00:00:00.000000000,2016-04-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
154,1286,4,2016-03-31,2016-04-01 00:00:00.000000000,2016-04-01 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
155,371,4,2016-04-02,2016-04-03 00:00:00.000000000,2016-04-04 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
156,357,4,2016-04-03,2016-04-06 00:00:00.000000000,2016-04-05 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
157,43,4,2016-04-03,2016-04-06 00:00:00.000000000,2016-04-06 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
158,117,3,2016-04-04,2016-04-04 00:00:00.000000000,2016-04-05 23:36:52.290502793,3,9,2024-04-30 13:07:13.382187,postgres,True,1.0,False
159,32,4,2016-04-04,2016-04-06 00:00:00.000000000,2016-04-06 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
160,205,4,2016-04-04,2016-04-06 00:00:00.000000000,2016-04-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
161,251,4,2016-04-04,2016-04-07 00:00:00.000000000,2016-04-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
162,31,4,2016-04-06,2016-04-08 00:00:00.000000000,2016-04-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
163,1325,4,2016-04-06,2016-04-07 00:00:00.000000000,2016-04-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
164,610,4,2016-04-07,2016-04-08 00:00:00.000000000,2016-04-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
165,574,4,2016-04-08,2016-04-10 00:00:00.000000000,2016-04-10 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
166,338,4,2016-04-08,2016-04-11 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,True
167,1034,4,2016-04-08,2016-04-09 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,True
168,1147,4,2016-04-09,2016-04-12 00:00:00.000000000,2016-04-11 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,True
169,99,4,2016-04-10,2016-04-11 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,True
170,1200,4,2016-04-10,2016-04-11 00:00:00.000000000,2016-04-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
171,237,4,2016-04-11,2016-04-14 00:00:00.000000000,2016-04-14 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
172,1079,4,2016-04-11,2016-04-12 00:00:00.000000000,2016-04-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
173,117,4,2016-04-11,2016-04-14 00:00:00.000000000,2016-04-13 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres,False,,False
174,1361,4,2016-04-12,2016-04-13 00:00:00.000000000,2016-04-15 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,2.0,False
175,951,4,2016-04-13,2016-04-14 00:00:00.000000000,2016-04-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
176,643,4,2016-04-15,2016-04-16 00:00:00.000000000,2016-04-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,True
177,121,4,2016-04-16,2016-04-19 00:00:00.000000000,2016-04-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres,False,,False
178,756,4,2016-04-16,2016-04-17 00:00:00.000000000,2016-04-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,True
179,616,4,2016-04-17,2016-04-19 00:00:00.000000000,2016-04-19 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,False,,False
180,918,4,2016-04-17,2016-04-20 00:00:00.000000000,2016-04-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
181,459,4,2016-04-18,2016-04-20 00:00:00.000000000,2016-04-20 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres,False,,False
182,854,4,2016-04-18,2016-04-19 00:00:00.000000000,2016-04-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,1.0,False
183,22,4,2016-04-19,2016-04-20 00:00:00.000000000,2016-04-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,False,,False
184,134,4,2016-04-19,2016-04-21 00:00:00.000000000,2016-04-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres,True,1.0,False
185,24,3,2016-04-20,2016-04-20 00:00:00.000000000,2016-04-21 23:36:52.290502793,1,2,2024-04-30 13:07:13.382187,postgres,True,1.0,False
186,1127,4,2016-04-21,2016-04-22 00:00:00.000000000,2016-04-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres,True,2.0,True
