order_id,item_id,product_id,quantity,list_price,discount,extract_time,source
17,4.0,20,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
18,1.0,2,2,749.99,0.2,2024-04-30 13:07:13.468028,postgres
18,2.0,22,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
18,3.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
18,4.0,25,2,499.99,0.05,2024-04-30 13:07:13.468028,postgres
18,5.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres
19,1.0,10,1,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
19,2.0,9,2,2999.99,0.2,2024-04-30 13:07:13.468028,postgres
20,1.0,9,1,2999.99,0.07,2024-04-30 13:07:13.468028,postgres
20,2.0,10,2,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
21,1.0,14,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
21,2.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres
21,3.0,10,1,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
22,1.0,15,2,529.99,0.2,2024-04-30 13:07:13.468028,postgres
22,2.0,22,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
23,1.0,4,2,2899.99,0.05,2024-04-30 13:07:13.468028,postgres
23,2.0,23,2,299.99,0.1,2024-04-30 13:07:13.468028,postgres
23,3.0,13,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
24,1.0,3,2,999.99,0.1,2024-04-30 13:07:13.468028,postgres
24,2.0,18,2,449.0,0.07,2024-04-30 13:07:13.468028,postgres
25,1.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
25,2.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
25,3.0,22,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
25,4.0,14,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
25,5.0,21,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
26,1.0,7,1,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
26,2.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres
26,3.0,12,1,549.99,0.2,2024-04-30 13:07:13.468028,postgres
26,4.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
27,1.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
27,2.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
27,3.0,26,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
27,4.0,8,1,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
28,1.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
28,2.0,7,2,3999.99,0.2,2024-04-30 13:07:13.468028,postgres
28,3.0,14,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
28,4.0,6,1,469.99,0.05,2024-04-30 13:07:13.468028,postgres
29,1.0,24,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres
29,2.0,6,1,469.99,0.2,2024-04-30 13:07:13.468028,postgres
29,3.0,21,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
29,4.0,8,1,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
29,5.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
30,1.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
30,2.0,17,1,429.0,0.07,2024-04-30 13:07:13.468028,postgres
30,3.0,19,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres
30,4.0,4,1,2899.99,0.1,2024-04-30 13:07:13.468028,postgres
30,5.0,7,2,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
31,1.0,11,2,1680.99,0.05,2024-04-30 13:07:13.468028,postgres
31,2.0,9,2,2999.99,0.2,2024-04-30 13:07:13.468028,postgres
32,1.0,8,2,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
32,2.0,12,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
32,3.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres
33,1.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
33,2.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
34,1.0,8,2,1799.99,0.07,2024-04-30 13:07:13.468028,postgres
34,2.0,10,2,1549.0,0.1,2024-04-30 13:07:13.468028,postgres
34,3.0,17,2,429.0,0.2,2024-04-30 13:07:13.468028,postgres
35,1.0,18,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
35,2.0,20,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
35,3.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
35,4.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
35,5.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
36,1.0,9,1,2999.99,0.07,2024-04-30 13:07:13.468028,postgres
36,2.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
36,3.0,3,2,999.99,0.2,2024-04-30 13:07:13.468028,postgres
37,1.0,16,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
38,1.0,7,2,3999.99,0.05,2024-04-30 13:07:13.468028,postgres
38,2.0,23,1,299.99,0.07,2024-04-30 13:07:13.468028,postgres
38,3.0,25,1,499.99,0.2,2024-04-30 13:07:13.468028,postgres
38,4.0,10,2,1549.0,0.1,2024-04-30 13:07:13.468028,postgres
38,5.0,24,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres
39,1.0,22,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
39,2.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
39,3.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres
39,4.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
40,1.0,17,1,429.0,0.2,2024-04-30 13:07:13.468028,postgres
40,2.0,8,2,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
41,1.0,5,1,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
41,2.0,19,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres
41,3.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
42,1.0,19,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
43,1.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
43,2.0,12,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres
44,1.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
44,2.0,16,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
45,1.0,4,2,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
45,2.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
45,3.0,21,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
46,1.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres
47,1.0,6,1,469.99,0.05,2024-04-30 13:07:13.468028,postgres
47,2.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
47,3.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres
47,4.0,13,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
48,1.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
48,2.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
48,3.0,5,2,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
48,4.0,14,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
49,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
50,1.0,3,1,999.99,0.05,2024-04-30 13:07:13.468028,postgres
50,2.0,26,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
50,3.0,13,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
51,1.0,13,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
51,2.0,20,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
51,3.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
52,1.0,25,1,499.99,0.07,2024-04-30 13:07:13.468028,postgres
53,1.0,8,2,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
53,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres
53,3.0,14,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
53,4.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres
54,1.0,26,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
54,2.0,3,1,999.99,0.2,2024-04-30 13:07:13.468028,postgres
55,1.0,21,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
55,2.0,25,2,499.99,0.2,2024-04-30 13:07:13.468028,postgres
55,3.0,15,2,529.99,0.2,2024-04-30 13:07:13.468028,postgres
56,1.0,20,2,599.99,0.07,2024-04-30 13:07:13.468028,postgres
57,1.0,23,2,299.99,0.1,2024-04-30 13:07:13.468028,postgres
57,2.0,19,2,449.0,0.2,2024-04-30 13:07:13.468028,postgres
57,3.0,13,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
58,1.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
58,2.0,18,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres
58,3.0,23,1,299.99,0.1,2024-04-30 13:07:13.468028,postgres
59,1.0,21,1,269.99,0.05,2024-04-30 13:07:13.468028,postgres
59,2.0,2,1,749.99,0.1,2024-04-30 13:07:13.468028,postgres
59,3.0,17,2,429.0,0.1,2024-04-30 13:07:13.468028,postgres
60,1.0,14,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
60,2.0,4,1,2899.99,0.1,2024-04-30 13:07:13.468028,postgres
60,3.0,15,1,529.99,0.07,2024-04-30 13:07:13.468028,postgres
60,4.0,22,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
61,1.0,25,1,499.99,0.1,2024-04-30 13:07:13.468028,postgres
61,2.0,15,2,529.99,0.05,2024-04-30 13:07:13.468028,postgres
61,3.0,5,2,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
62,1.0,14,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
62,2.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
62,3.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
63,1.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres
63,2.0,19,2,449.0,0.05,2024-04-30 13:07:13.468028,postgres
63,3.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres
64,1.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres
64,2.0,22,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
64,3.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
64,4.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
65,1.0,12,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
66,1.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres
66,2.0,23,1,299.99,0.07,2024-04-30 13:07:13.468028,postgres
66,3.0,12,1,549.99,0.07,2024-04-30 13:07:13.468028,postgres
67,1.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
67,2.0,12,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
67,3.0,21,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
67,4.0,5,2,1320.99,0.1,2024-04-30 13:07:13.468028,postgres
67,5.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
68,1.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
68,2.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres
69,1.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
69,2.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
69,3.0,10,1,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
70,1.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres
70,2.0,18,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
70,3.0,20,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
71,1.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
71,2.0,24,1,549.99,0.2,2024-04-30 13:07:13.468028,postgres
71,3.0,18,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres
72,1.0,17,2,429.0,0.07,2024-04-30 13:07:13.468028,postgres
72,2.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
72,3.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
73,1.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
73,2.0,26,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
73,3.0,3,2,999.99,0.07,2024-04-30 13:07:13.468028,postgres
73,4.0,25,1,499.99,0.07,2024-04-30 13:07:13.468028,postgres
73,5.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
74,1.0,16,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
74,2.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres
75,1.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres
75,2.0,7,2,3999.99,0.07,2024-04-30 13:07:13.468028,postgres
75,3.0,15,1,529.99,0.2,2024-04-30 13:07:13.468028,postgres
76,1.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
76,2.0,11,2,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
76,3.0,5,1,1320.99,0.07,2024-04-30 13:07:13.468028,postgres
77,1.0,20,1,599.99,0.07,2024-04-30 13:07:13.468028,postgres
77,2.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
77,3.0,26,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres
77,4.0,25,1,499.99,0.2,2024-04-30 13:07:13.468028,postgres
78,1.0,17,1,429.0,0.07,2024-04-30 13:07:13.468028,postgres
78,2.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
78,3.0,18,2,449.0,0.1,2024-04-30 13:07:13.468028,postgres
78,4.0,14,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
79,1.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres
79,2.0,17,2,429.0,0.05,2024-04-30 13:07:13.468028,postgres
79,3.0,6,1,469.99,0.1,2024-04-30 13:07:13.468028,postgres
79,4.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres
80,1.0,26,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres
80,2.0,24,1,549.99,0.1,2024-04-30 13:07:13.468028,postgres
80,3.0,17,1,429.0,0.2,2024-04-30 13:07:13.468028,postgres
81,1.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
81,2.0,23,2,299.99,0.05,2024-04-30 13:07:13.468028,postgres
81,3.0,25,2,499.99,0.05,2024-04-30 13:07:13.468028,postgres
82,1.0,25,2,499.99,0.1,2024-04-30 13:07:13.468028,postgres
82,2.0,11,2,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
83,1.0,20,1,599.99,0.2,2024-04-30 13:07:13.468028,postgres
83,2.0,3,2,999.99,0.05,2024-04-30 13:07:13.468028,postgres
84,1.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
84,2.0,15,2,529.99,0.07,2024-04-30 13:07:13.468028,postgres
85,1.0,4,2,2899.99,0.05,2024-04-30 13:07:13.468028,postgres
85,2.0,18,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres
86,1.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres
86,2.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
86,3.0,21,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
86,4.0,15,1,529.99,0.1,2024-04-30 13:07:13.468028,postgres
87,1.0,20,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
87,2.0,23,2,299.99,0.1,2024-04-30 13:07:13.468028,postgres
88,1.0,10,1,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
88,2.0,8,2,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
88,3.0,7,1,3999.99,0.1,2024-04-30 13:07:13.468028,postgres
89,1.0,5,1,1320.99,0.05,2024-04-30 13:07:13.468028,postgres
89,2.0,6,2,469.99,0.1,2024-04-30 13:07:13.468028,postgres
90,1.0,3,1,999.99,0.1,2024-04-30 13:07:13.468028,postgres
90,2.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres
91,1.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
91,2.0,25,1,499.99,0.05,2024-04-30 13:07:13.468028,postgres
91,3.0,15,2,529.99,0.07,2024-04-30 13:07:13.468028,postgres
91,4.0,13,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
92,1.0,8,1,1799.99,0.1,2024-04-30 13:07:13.468028,postgres
93,1.0,22,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
93,2.0,17,1,429.0,0.05,2024-04-30 13:07:13.468028,postgres
93,3.0,21,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
93,4.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres
93,5.0,10,2,1549.0,0.07,2024-04-30 13:07:13.468028,postgres
94,1.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
94,2.0,4,1,2899.99,0.2,2024-04-30 13:07:13.468028,postgres
94,3.0,11,1,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
94,4.0,21,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
95,1.0,10,2,1549.0,0.2,2024-04-30 13:07:13.468028,postgres
95,2.0,19,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres
95,3.0,8,2,1799.99,0.2,2024-04-30 13:07:13.468028,postgres
95,4.0,20,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
96,1.0,26,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres
96,2.0,23,1,299.99,0.05,2024-04-30 13:07:13.468028,postgres
97,1.0,20,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
97,2.0,2,1,749.99,0.07,2024-04-30 13:07:13.468028,postgres
97,3.0,6,2,469.99,0.2,2024-04-30 13:07:13.468028,postgres
97,4.0,19,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres
98,1.0,19,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres
98,2.0,21,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
98,3.0,2,1,749.99,0.2,2024-04-30 13:07:13.468028,postgres
98,4.0,22,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
99,1.0,13,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
99,2.0,21,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
99,3.0,25,2,499.99,0.05,2024-04-30 13:07:13.468028,postgres
99,4.0,7,2,3999.99,0.07,2024-04-30 13:07:13.468028,postgres
99,5.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
100,1.0,12,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres
100,2.0,11,2,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
100,3.0,7,2,3999.99,0.2,2024-04-30 13:07:13.468028,postgres
100,4.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
100,5.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
101,1.0,12,2,549.99,0.2,2024-04-30 13:07:13.468028,postgres
102,1.0,15,1,529.99,0.05,2024-04-30 13:07:13.468028,postgres
102,2.0,22,1,269.99,0.07,2024-04-30 13:07:13.468028,postgres
103,1.0,17,1,429.0,0.07,2024-04-30 13:07:13.468028,postgres
103,2.0,3,1,999.99,0.05,2024-04-30 13:07:13.468028,postgres
103,3.0,18,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
103,4.0,15,2,529.99,0.1,2024-04-30 13:07:13.468028,postgres
103,5.0,9,2,2999.99,0.1,2024-04-30 13:07:13.468028,postgres
104,1.0,19,2,449.0,0.1,2024-04-30 13:07:13.468028,postgres
104,2.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
105,1.0,11,2,1680.99,0.2,2024-04-30 13:07:13.468028,postgres
105,2.0,3,1,999.99,0.05,2024-04-30 13:07:13.468028,postgres
105,3.0,9,1,2999.99,0.05,2024-04-30 13:07:13.468028,postgres
106,1.0,17,1,429.0,0.1,2024-04-30 13:07:13.468028,postgres
106,2.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
107,1.0,19,1,449.0,0.2,2024-04-30 13:07:13.468028,postgres
107,2.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
108,1.0,11,1,1680.99,0.1,2024-04-30 13:07:13.468028,postgres
108,2.0,22,2,269.99,0.07,2024-04-30 13:07:13.468028,postgres
108,3.0,16,2,599.99,0.05,2024-04-30 13:07:13.468028,postgres
109,1.0,22,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
109,2.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres
110,1.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
111,1.0,14,1,269.99,0.1,2024-04-30 13:07:13.468028,postgres
111,2.0,12,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
112,1.0,23,2,299.99,0.2,2024-04-30 13:07:13.468028,postgres
112,2.0,25,2,499.99,0.07,2024-04-30 13:07:13.468028,postgres
112,3.0,24,2,549.99,0.05,2024-04-30 13:07:13.468028,postgres
112,4.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
113,1.0,12,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
113,2.0,24,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
113,3.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres
113,4.0,23,1,299.99,0.2,2024-04-30 13:07:13.468028,postgres
113,5.0,5,2,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
114,1.0,12,1,549.99,0.05,2024-04-30 13:07:13.468028,postgres
114,2.0,2,1,749.99,0.07,2024-04-30 13:07:13.468028,postgres
114,3.0,13,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
115,1.0,22,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
115,2.0,19,1,449.0,0.1,2024-04-30 13:07:13.468028,postgres
116,1.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
117,1.0,22,2,269.99,0.2,2024-04-30 13:07:13.468028,postgres
117,2.0,26,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
117,3.0,14,1,269.99,0.2,2024-04-30 13:07:13.468028,postgres
117,4.0,19,1,449.0,0.05,2024-04-30 13:07:13.468028,postgres
118,1.0,18,1,449.0,0.07,2024-04-30 13:07:13.468028,postgres
118,2.0,4,1,2899.99,0.07,2024-04-30 13:07:13.468028,postgres
118,3.0,6,1,469.99,0.07,2024-04-30 13:07:13.468028,postgres
118,4.0,3,2,999.99,0.1,2024-04-30 13:07:13.468028,postgres
118,5.0,23,2,299.99,0.07,2024-04-30 13:07:13.468028,postgres
119,1.0,25,1,499.99,0.05,2024-04-30 13:07:13.468028,postgres
120,1.0,13,2,269.99,0.05,2024-04-30 13:07:13.468028,postgres
120,2.0,6,2,469.99,0.05,2024-04-30 13:07:13.468028,postgres
120,3.0,10,2,1549.0,0.05,2024-04-30 13:07:13.468028,postgres
120,4.0,17,1,429.0,0.05,2024-04-30 13:07:13.468028,postgres
120,5.0,16,2,599.99,0.2,2024-04-30 13:07:13.468028,postgres
121,1.0,5,1,1320.99,0.2,2024-04-30 13:07:13.468028,postgres
121,2.0,14,2,269.99,0.1,2024-04-30 13:07:13.468028,postgres
121,3.0,4,2,2899.99,0.1,2024-04-30 13:07:13.468028,postgres
121,4.0,24,2,549.99,0.07,2024-04-30 13:07:13.468028,postgres
121,5.0,2,2,749.99,0.05,2024-04-30 13:07:13.468028,postgres
122,1.0,16,1,599.99,0.1,2024-04-30 13:07:13.468028,postgres
123,1.0,12,2,549.99,0.1,2024-04-30 13:07:13.468028,postgres
124,1.0,16,1,599.99,0.05,2024-04-30 13:07:13.468028,postgres
124,2.0,4,1,2899.99,0.07,2024-04-30 13:07:13.468028,postgres
