order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source
22,1035,4,2016-01-16,2016-01-18 00:00:00.000000000,2016-01-17 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
23,1149,4,2016-01-16,2016-01-19 00:00:00.000000000,2016-01-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
24,636,4,2016-01-18,2016-01-20 00:00:00.000000000,2016-01-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
25,657,4,2016-01-18,2016-01-21 00:00:00.000000000,2016-01-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
26,1280,4,2016-01-18,2016-01-21 00:00:00.000000000,2016-01-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
27,57,4,2016-01-19,2016-01-21 00:00:00.000000000,2016-01-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
28,252,4,2016-01-19,2016-01-20 00:00:00.000000000,2016-01-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
29,437,4,2016-01-20,2016-01-22 00:00:00.000000000,2016-01-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
30,1348,4,2016-01-20,2016-01-21 00:00:00.000000000,2016-01-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
31,1238,4,2016-01-20,2016-01-22 00:00:00.000000000,2016-01-22 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
32,1259,4,2016-01-21,2016-01-24 00:00:00.000000000,2016-01-22 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
33,236,4,2016-01-21,2016-01-22 00:00:00.000000000,2016-01-22 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
34,80,4,2016-01-22,2016-01-25 00:00:00.000000000,2016-01-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
35,813,4,2016-01-22,2016-01-25 00:00:00.000000000,2016-01-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
36,1321,4,2016-01-23,2016-01-24 00:00:00.000000000,2016-01-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
37,164,4,2016-01-25,2016-01-28 00:00:00.000000000,2016-01-26 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
38,583,4,2016-01-25,2016-01-27 00:00:00.000000000,2016-01-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
39,1296,4,2016-01-25,2016-01-26 00:00:00.000000000,2016-01-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
40,348,4,2016-01-27,2016-01-28 00:00:00.000000000,2016-01-29 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
41,979,4,2016-01-27,2016-01-30 00:00:00.000000000,2016-01-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
42,1095,4,2016-01-27,2016-01-28 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
43,1434,4,2016-01-27,2016-01-28 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
44,861,4,2016-01-28,2016-01-31 00:00:00.000000000,2016-01-30 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
45,1220,4,2016-01-28,2016-01-31 00:00:00.000000000,2016-01-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
46,746,4,2016-01-29,2016-01-31 00:00:00.000000000,2016-01-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
47,1234,4,2016-01-29,2016-01-30 00:00:00.000000000,2016-01-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
48,1012,4,2016-01-30,2016-02-01 00:00:00.000000000,2016-02-02 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
49,608,4,2016-01-31,2016-02-01 00:00:00.000000000,2016-02-02 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
50,872,4,2016-01-31,2016-02-03 00:00:00.000000000,2016-02-02 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
51,1047,4,2016-02-01,2016-02-02 00:00:00.000000000,2016-02-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
52,767,4,2016-02-03,2016-02-04 00:00:00.000000000,2016-02-05 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
53,965,4,2016-02-03,2016-02-04 00:00:00.000000000,2016-02-05 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
54,535,4,2016-02-04,2016-02-07 00:00:00.000000000,2016-02-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
55,1173,4,2016-02-04,2016-02-07 00:00:00.000000000,2016-02-06 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
56,1241,4,2016-02-04,2016-02-06 00:00:00.000000000,2016-02-07 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
57,1305,4,2016-02-04,2016-02-06 00:00:00.000000000,2016-02-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
58,504,4,2016-02-05,2016-02-07 00:00:00.000000000,2016-02-07 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
59,563,4,2016-02-05,2016-02-07 00:00:00.000000000,2016-02-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
60,151,4,2016-02-06,2016-02-08 00:00:00.000000000,2016-02-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
61,277,4,2016-02-06,2016-02-09 00:00:00.000000000,2016-02-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
62,208,4,2016-02-07,2016-02-10 00:00:00.000000000,2016-02-10 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
63,1075,4,2016-02-07,2016-02-09 00:00:00.000000000,2016-02-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
64,1185,4,2016-02-07,2016-02-08 00:00:00.000000000,2016-02-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
65,996,4,2016-02-08,2016-02-09 00:00:00.000000000,2016-02-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
66,1253,4,2016-02-09,2016-02-12 00:00:00.000000000,2016-02-12 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
67,526,4,2016-02-09,2016-02-11 00:00:00.000000000,2016-02-10 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
68,381,4,2016-02-10,2016-02-11 00:00:00.000000000,2016-02-13 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
69,1413,4,2016-02-10,2016-02-12 00:00:00.000000000,2016-02-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
70,50,3,2016-02-11,2016-02-11 00:00:00.000000000,2016-02-12 23:36:52.290502793,3,9,2024-04-30 13:07:13.382187,postgres
71,797,4,2016-02-11,2016-02-14 00:00:00.000000000,2016-02-12 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
72,1386,4,2016-02-12,2016-02-15 00:00:00.000000000,2016-02-13 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
73,612,4,2016-02-12,2016-02-15 00:00:00.000000000,2016-02-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
74,264,4,2016-02-13,2016-02-15 00:00:00.000000000,2016-02-15 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
75,587,4,2016-02-14,2016-02-15 00:00:00.000000000,2016-02-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
76,9,3,2016-02-16,2016-02-16 00:00:00.000000000,2016-02-17 23:36:52.290502793,2,6,2024-04-30 13:07:13.382187,postgres
77,385,4,2016-02-16,2016-02-19 00:00:00.000000000,2016-02-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
78,1182,4,2016-02-16,2016-02-18 00:00:00.000000000,2016-02-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
79,529,4,2016-02-17,2016-02-20 00:00:00.000000000,2016-02-20 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
80,397,4,2016-02-17,2016-02-20 00:00:00.000000000,2016-02-19 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
81,521,4,2016-02-17,2016-02-19 00:00:00.000000000,2016-02-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
82,1223,4,2016-02-18,2016-02-21 00:00:00.000000000,2016-02-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
83,393,4,2016-02-19,2016-02-20 00:00:00.000000000,2016-02-20 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
84,317,4,2016-02-20,2016-02-22 00:00:00.000000000,2016-02-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
85,1174,4,2016-02-20,2016-02-23 00:00:00.000000000,2016-02-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
86,276,4,2016-02-21,2016-02-22 00:00:00.000000000,2016-02-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
87,516,4,2016-02-21,2016-02-22 00:00:00.000000000,2016-02-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
88,1069,4,2016-02-21,2016-02-22 00:00:00.000000000,2016-02-23 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
89,668,4,2016-02-21,2016-02-24 00:00:00.000000000,2016-02-24 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
90,414,4,2016-02-23,2016-02-25 00:00:00.000000000,2016-02-24 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
91,648,4,2016-02-25,2016-02-27 00:00:00.000000000,2016-02-28 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
92,1309,4,2016-02-25,2016-02-28 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
93,1328,4,2016-02-26,2016-02-28 00:00:00.000000000,2016-02-27 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
94,929,4,2016-02-27,2016-02-28 00:00:00.000000000,2016-02-29 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
95,218,4,2016-02-27,2016-02-29 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
96,1094,4,2016-02-27,2016-02-29 00:00:00.000000000,2016-02-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
97,204,4,2016-02-28,2016-02-29 00:00:00.000000000,2016-03-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
98,1194,4,2016-02-28,2016-02-29 00:00:00.000000000,2016-02-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
99,1165,4,2016-02-29,2016-03-01 00:00:00.000000000,2016-03-03 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
100,1237,4,2016-03-01,2016-03-04 00:00:00.000000000,2016-03-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
101,271,4,2016-03-01,2016-03-04 00:00:00.000000000,2016-03-04 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
102,336,4,2016-03-02,2016-03-05 00:00:00.000000000,2016-03-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
103,991,4,2016-03-03,2016-03-06 00:00:00.000000000,2016-03-05 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
104,7,4,2016-03-03,2016-03-05 00:00:00.000000000,2016-03-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
105,306,4,2016-03-03,2016-03-05 00:00:00.000000000,2016-03-04 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
106,422,4,2016-03-04,2016-03-05 00:00:00.000000000,2016-03-05 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
107,633,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-09 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
108,12,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-07 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
109,1255,4,2016-03-06,2016-03-09 00:00:00.000000000,2016-03-09 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
110,677,4,2016-03-06,2016-03-08 00:00:00.000000000,2016-03-09 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
111,630,4,2016-03-07,2016-03-10 00:00:00.000000000,2016-03-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
112,469,4,2016-03-08,2016-03-11 00:00:00.000000000,2016-03-10 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
113,1078,4,2016-03-08,2016-03-11 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
114,1431,4,2016-03-08,2016-03-10 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
115,1369,4,2016-03-09,2016-03-11 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
116,471,4,2016-03-10,2016-03-11 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
117,740,4,2016-03-10,2016-03-13 00:00:00.000000000,2016-03-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
118,577,4,2016-03-12,2016-03-14 00:00:00.000000000,2016-03-13 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
119,925,4,2016-03-12,2016-03-14 00:00:00.000000000,2016-03-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
120,327,4,2016-03-14,2016-03-15 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
121,755,4,2016-03-14,2016-03-15 00:00:00.000000000,2016-03-16 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
122,786,4,2016-03-14,2016-03-16 00:00:00.000000000,2016-03-15 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
123,766,4,2016-03-15,2016-03-18 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
124,403,4,2016-03-16,2016-03-18 00:00:00.000000000,2016-03-17 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
125,685,4,2016-03-16,2016-03-19 00:00:00.000000000,2016-03-17 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
126,1365,4,2016-03-16,2016-03-18 00:00:00.000000000,2016-03-18 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
127,484,4,2016-03-17,2016-03-18 00:00:00.000000000,2016-03-19 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
128,86,4,2016-03-18,2016-03-20 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
129,84,4,2016-03-19,2016-03-21 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
130,1049,4,2016-03-19,2016-03-22 00:00:00.000000000,2016-03-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
131,316,4,2016-03-19,2016-03-22 00:00:00.000000000,2016-03-20 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
132,46,4,2016-03-20,2016-03-22 00:00:00.000000000,2016-03-23 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
133,409,4,2016-03-20,2016-03-22 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
134,679,4,2016-03-20,2016-03-21 00:00:00.000000000,2016-03-21 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
135,1354,4,2016-03-21,2016-03-23 00:00:00.000000000,2016-03-23 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
136,1192,4,2016-03-21,2016-03-24 00:00:00.000000000,2016-03-23 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
137,370,4,2016-03-23,2016-03-26 00:00:00.000000000,2016-03-25 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
138,438,4,2016-03-23,2016-03-24 00:00:00.000000000,2016-03-25 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
139,710,4,2016-03-23,2016-03-24 00:00:00.000000000,2016-03-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
140,1264,4,2016-03-23,2016-03-26 00:00:00.000000000,2016-03-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
141,557,4,2016-03-25,2016-03-27 00:00:00.000000000,2016-03-26 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
142,170,4,2016-03-26,2016-03-27 00:00:00.000000000,2016-03-27 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
143,693,4,2016-03-26,2016-03-28 00:00:00.000000000,2016-03-28 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
144,1124,4,2016-03-26,2016-03-29 00:00:00.000000000,2016-03-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
145,366,4,2016-03-27,2016-03-29 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
146,288,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
147,55,4,2016-03-28,2016-03-31 00:00:00.000000000,2016-03-31 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
148,714,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
149,763,4,2016-03-28,2016-03-30 00:00:00.000000000,2016-03-29 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
150,332,4,2016-03-29,2016-03-31 00:00:00.000000000,2016-04-01 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
151,926,4,2016-03-29,2016-04-01 00:00:00.000000000,2016-03-31 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
152,76,4,2016-03-29,2016-03-30 00:00:00.000000000,2016-03-30 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
153,498,4,2016-03-30,2016-04-02 00:00:00.000000000,2016-04-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
154,1286,4,2016-03-31,2016-04-01 00:00:00.000000000,2016-04-01 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
155,371,4,2016-04-02,2016-04-03 00:00:00.000000000,2016-04-04 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
156,357,4,2016-04-03,2016-04-06 00:00:00.000000000,2016-04-05 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
157,43,4,2016-04-03,2016-04-06 00:00:00.000000000,2016-04-06 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
158,117,3,2016-04-04,2016-04-04 00:00:00.000000000,2016-04-05 23:36:52.290502793,3,9,2024-04-30 13:07:13.382187,postgres
159,32,4,2016-04-04,2016-04-06 00:00:00.000000000,2016-04-06 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
160,205,4,2016-04-04,2016-04-06 00:00:00.000000000,2016-04-06 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
161,251,4,2016-04-04,2016-04-07 00:00:00.000000000,2016-04-05 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
162,31,4,2016-04-06,2016-04-08 00:00:00.000000000,2016-04-07 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
163,1325,4,2016-04-06,2016-04-07 00:00:00.000000000,2016-04-07 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
164,610,4,2016-04-07,2016-04-08 00:00:00.000000000,2016-04-09 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
165,574,4,2016-04-08,2016-04-10 00:00:00.000000000,2016-04-10 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
166,338,4,2016-04-08,2016-04-11 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
167,1034,4,2016-04-08,2016-04-09 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
168,1147,4,2016-04-09,2016-04-12 00:00:00.000000000,2016-04-11 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
169,99,4,2016-04-10,2016-04-11 00:00:00.000000000,2016-04-11 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
170,1200,4,2016-04-10,2016-04-11 00:00:00.000000000,2016-04-13 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
171,237,4,2016-04-11,2016-04-14 00:00:00.000000000,2016-04-14 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
172,1079,4,2016-04-11,2016-04-12 00:00:00.000000000,2016-04-14 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
173,117,4,2016-04-11,2016-04-14 00:00:00.000000000,2016-04-13 00:00:00.000000000,3,8,2024-04-30 13:07:13.382187,postgres
174,1361,4,2016-04-12,2016-04-13 00:00:00.000000000,2016-04-15 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
175,951,4,2016-04-13,2016-04-14 00:00:00.000000000,2016-04-14 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
176,643,4,2016-04-15,2016-04-16 00:00:00.000000000,2016-04-17 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
177,121,4,2016-04-16,2016-04-19 00:00:00.000000000,2016-04-19 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
178,756,4,2016-04-16,2016-04-17 00:00:00.000000000,2016-04-18 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
179,616,4,2016-04-17,2016-04-19 00:00:00.000000000,2016-04-19 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
180,918,4,2016-04-17,2016-04-20 00:00:00.000000000,2016-04-19 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
181,459,4,2016-04-18,2016-04-20 00:00:00.000000000,2016-04-20 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
182,854,4,2016-04-18,2016-04-19 00:00:00.000000000,2016-04-20 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
183,22,4,2016-04-19,2016-04-20 00:00:00.000000000,2016-04-20 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
184,134,4,2016-04-19,2016-04-21 00:00:00.000000000,2016-04-22 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
185,24,3,2016-04-20,2016-04-20 00:00:00.000000000,2016-04-21 23:36:52.290502793,1,2,2024-04-30 13:07:13.382187,postgres
186,1127,4,2016-04-21,2016-04-22 00:00:00.000000000,2016-04-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
187,183,4,2016-04-22,2016-04-23 00:00:00.000000000,2016-04-24 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
188,390,4,2016-04-22,2016-04-23 00:00:00.000000000,2016-04-25 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
189,1288,4,2016-04-23,2016-04-24 00:00:00.000000000,2016-04-26 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
190,98,4,2016-04-23,2016-04-25 00:00:00.000000000,2016-04-25 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
191,919,4,2016-04-27,2016-04-28 00:00:00.000000000,2016-04-28 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
192,728,4,2016-04-27,2016-04-28 00:00:00.000000000,2016-04-29 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
193,1366,4,2016-04-28,2016-04-30 00:00:00.000000000,2016-04-30 00:00:00.000000000,1,3,2024-04-30 13:07:13.382187,postgres
194,558,4,2016-04-28,2016-04-30 00:00:00.000000000,2016-05-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
195,727,4,2016-04-28,2016-05-01 00:00:00.000000000,2016-05-01 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
196,1247,4,2016-04-28,2016-04-30 00:00:00.000000000,2016-05-01 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
197,127,4,2016-04-30,2016-05-03 00:00:00.000000000,2016-05-03 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
198,640,4,2016-05-01,2016-05-04 00:00:00.000000000,2016-05-03 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
199,760,4,2016-05-01,2016-05-04 00:00:00.000000000,2016-05-04 00:00:00.000000000,2,7,2024-04-30 13:07:13.382187,postgres
200,1074,4,2016-05-01,2016-05-03 00:00:00.000000000,2016-05-03 00:00:00.000000000,2,6,2024-04-30 13:07:13.382187,postgres
201,280,4,2016-05-01,2016-05-04 00:00:00.000000000,2016-05-02 00:00:00.000000000,3,9,2024-04-30 13:07:13.382187,postgres
202,600,4,2016-05-03,2016-05-05 00:00:00.000000000,2016-05-04 00:00:00.000000000,1,2,2024-04-30 13:07:13.382187,postgres
